donation_id,episode_id,post_t,donor_type,category,holding,weight_kg,meals,pickup_lat,pickup_lon,zone,ready_until_t,safety_deadline_t,horizon_h,status,recipient_id,volunteer_id,n_offers
E000D0021,0,290.5799202786364,grocer,produce,ambient,10.0608023168702,18,12.966928710634267,77.58885708840079,downtown,346.01072900418114,3170.5799202786366,48,delivered,R000,V0006,8
E000D0022,0,348.89213579176436,restaurant,cooked,hot,3.3555749310223657,6,12.969961455913143,77.6010576588246,downtown,440.5126721537654,588.8921357917643,4,delivered,R000,V0014,4
E000D0023,0,190.71408022572342,restaurant,cooked,hot,11.437689798840049,21,12.995450663627,77.60355537747402,north,267.7153683381632,430.7140802257234,4,delivered,R006,V0028,16
E000D0024,0,133.62752307302392,restaurant,cooked,hot,12.53314557849177,23,12.964742940016308,77.62230616650096,west,193.934137411769,373.6275230730239,4,delivered,R005,V0007,4
E000D0025,0,93.42693687037368,restaurant,cooked,hot,3.3817526770540813,6,12.971894629212482,77.59296430911802,downtown,191.0933108624963,333.42693687037365,4,delivered,R001,V0021,8
E000D0026,0,277.3398698556906,restaurant,cooked,hot,4.720614170450337,9,12.974266425643659,77.63346728201756,west,338.3132050584917,517.3398698556906,4,delivered,R008,V0082,44
E000D0027,0,327.13982235304087,restaurant,cooked,hot,9.076963225962546,17,12.997757039724355,77.61726140843759,north,413.3394347987878,567.1398223530409,4,delivered,R004,V0004,12
E000D0028,0,55.488470352238444,restaurant,cooked,hot,5.4710712728979605,10,13.020729141452625,77.57276392999486,north,133.51863133725368,295.48847035223844,4,delivered,R001,V0014,4
E000D0029,0,352.20836061331084,bakery,bakery,ambient,7.449267089451663,14,13.06208765977266,77.58605732384783,suburb,415.20992397161774,1792.2083606133108,24,delivered,R010,V0100,16
E000D0030,0,297.7517279181814,restaurant,cooked,hot,14.580268973498505,27,12.963540908435892,77.54879421256547,east,352.77456760386303,537.7517279181814,4,delivered,R007,V0059,28
E000D0031,0,261.5535474624519,restaurant,cooked,hot,14.685531315445433,27,12.972387992394598,77.59666113712994,downtown,339.6892459710837,501.5535474624519,4,delivered,R003,V0014,4
E000D0032,0,85.30954009805781,restaurant,cooked,hot,6.99769356706375,13,12.979978959014026,77.58678519265636,downtown,176.01709505245952,325.3095400980578,4,delivered,R006,V0028,16
E000D0033,0,203.2696809287404,grocer,produce,ambient,26.780354532697324,49,12.972362202455695,77.5922164655514,downtown,258.1677597794391,3083.2696809287404,48,delivered,R000,V0014,4
E000D0034,0,281.22563625472566,restaurant,cooked,hot,7.8369929368457765,14,12.959539480158478,77.56973481382055,east,393.6493455703399,521.2256362547257,4,delivered,R007,V0040,40
E000D0035,0,130.41274898467918,restaurant,cooked,hot,10.411566389801067,19,13.017383186661416,77.59792548689262,north,211.87652946850417,370.4127489846792,4,delivered,R004,V0028,12
E000D0036,0,237.4746353798551,caterer,cooked,hot,23.317338057498333,43,12.952068585687957,77.61882045224351,west,292.60062294671144,537.474635379855,5,delivered,R005,V0014,4
E000D0037,0,328.69314068282085,bakery,bakery,ambient,5.07439400385234,9,12.982029909069565,77.57865228241913,east,399.8048909687065,1768.6931406828207,24,delivered,R002,V0019,16
E000D0038,0,110.00024656263835,restaurant,cooked,hot,8.46452401798836,16,12.98097101679218,77.56583487098874,east,161.86283982215195,350.0002465626384,4,delivered,R010,V0053,20
E000D0039,0,21.460908517011337,caterer,cooked,hot,28.108850165831125,52,12.98408502260667,77.66466990485095,west,136.543514717034,321.4609085170113,5,delivered,R011,V0055,29
E000D0040,0,253.13614631650813,restaurant,cooked,hot,12.02474387372288,22,12.972582574826292,77.56802662701206,east,290.3927542668497,493.13614631650813,4,delivered,R010,V0053,16
E000D0041,0,315.85638243181097,bakery,bakery,ambient,5.852287518592797,11,12.882059674295544,77.57725551652311,suburb,420.2493537723142,1755.856382431811,24,delivered,R007,V0046,8
E000D0042,0,130.0215977420106,restaurant,cooked,hot,9.89341597079153,18,12.978223101528494,77.60827994512714,downtown,228.8517871832166,370.0215977420106,4,delivered,R004,V0014,8
E000D0043,0,263.37705356079124,caterer,cooked,hot,33.29857993561021,61,12.922813047689727,77.61788964882098,south,317.24495170057037,563.3770535607912,5,open,,,2
E001D0000,1,35.78181851826603,restaurant,cooked,hot,8.0262223140392,15,12.926906185461677,77.60585599865445,south,148.73765497135923,275.78181851826605,4,delivered,R007,V0043,12
E001D0001,1,284.6134307353321,bakery,bakery,ambient,3.0072988446196915,6,12.948107583902113,77.66040822152581,west,369.25849820193895,1724.613430735332,24,delivered,R005,V0047,12
E001D0002,1,347.5038108308074,bakery,bakery,ambient,4.832237623336217,9,12.975524413741981,77.60334945053118,downtown,451.10820321307807,1787.5038108308074,24,delivered,R001,V0097,32
E001D0003,1,288.44383066384137,grocer,produce,ambient,16.238065813902537,30,12.971177673444398,77.59328867689874,downtown,376.75587138505637,3168.4438306638413,48,delivered,R000,V0015,4
E001D0004,1,323.7043842673974,campus,cooked,hot,20.776312673797484,38,12.93841566671206,77.62481685289961,south,432.6210143687207,563.7043842673975,4,delivered,R007,V0148,12
E001D0005,1,271.95671942142934,restaurant,cooked,hot,14.150660411406982,26,12.935340157354275,77.60338498894966,south,321.4416151894174,511.95671942142934,4,delivered,R007,V0014,4
E001D0006,1,347.6042475451277,grocer,produce,ambient,21.993396904022557,40,13.0383074424477,77.56096460589715,north,447.17757672577636,3227.6042475451277,48,delivered,R010,V0053,8
E001D0007,1,76.33255023431147,restaurant,cooked,hot,13.163224093322984,24,12.986558832446548,77.57850166828284,east,126.96825793898918,316.3325502343115,4,delivered,R003,V0026,12
E001D0008,1,267.09790821883763,restaurant,cooked,hot,4.82057188126657,9,12.94211230544049,77.57170007781068,south,385.2120012702488,507.09790821883763,4,delivered,R003,V0014,4
E001D0009,1,56.71428524040071,bakery,bakery,ambient,6.282087152844129,12,12.983438389400431,77.5967038162263,downtown,164.79098166192853,1496.7142852404006,24,delivered,R001,V0053,24
E001D0010,1,157.12391630192297,grocer,produce,ambient,9.217893613724161,17,12.913268750440041,77.57078706132268,south,259.08088311398376,3037.123916301923,48,delivered,R007,V0065,12
E001D0011,1,270.76688474517556,campus,cooked,hot,23.134970304482096,43,12.973175831598459,77.58798546036789,downtown,370.1875576453086,510.76688474517556,4,delivered,R005,V0059,20
E001D0012,1,179.41599759848114,campus,cooked,hot,15.424910827584984,28,12.995255586658157,77.60204101433818,north,236.75725780747808,419.4159975984811,4,delivered,R001,V0006,4
E001D0013,1,189.07716567950308,bakery,bakery,ambient,7.875471782680691,14,12.902782214832456,77.52563047023344,suburb,260.33620428141575,1629.0771656795032,24,delivered,R003,V0051,8
E001D0014,1,57.93677916682714,bakery,bakery,ambient,4.859752421884822,9,12.973018979306996,77.58580827422192,downtown,94.46896320725186,1497.9367791668271,24,delivered,R000,V0043,16
E001D0015,1,302.25799586619803,bakery,bakery,ambient,6.325579904396533,12,12.94705520633403,77.59763855210727,south,411.74642252800027,1742.2579958661981,24,delivered,R000,V0006,4
E001D0016,1,16.932518770360975,bakery,bakery,ambient,5.660502127752526,10,12.918138780758346,77.54929278490125,south,119.55482517665375,1456.932518770361,24,delivered,R003,V0081,16
E001D0017,1,357.06590537005025,restaurant,cooked,hot,4.883912948623625,9,12.975741334018199,77.59838908409462,downtown,387.7604538748451,597.0659053700502,4,delivered,R001,V0014,4
E001D0018,1,265.0389283053362,bakery,bakery,ambient,4.782599045044107,9,12.905617426102866,77.6534547270541,suburb,349.34413395068157,1705.0389283053362,24,delivered,R009,V0006,4
E001D0019,1,290.5101968157161,restaurant,cooked,hot,11.127776114016196,20,12.918297398563748,77.59297556796402,south,356.5584696903952,530.5101968157161,4,delivered,R007,V0052,8
E001D0020,1,291.1242850660228,campus,cooked,hot,15.773164074108925,29,13.019883820843642,77.58986374288608,north,401.4827184573277,531.1242850660228,4,delivered,R010,V0053,12
E001D0021,1,253.40045083373337,bakery,bakery,ambient,5.826383132230997,11,13.039212102955265,77.6351138253701,suburb,299.0918021019359,1693.4004508337334,24,delivered,R006,V0044,12
E001D0022,1,313.48358511032046,campus,cooked,hot,15.535919283600446,29,12.969172848682282,77.60639876454742,downtown,345.3892165950253,553.4835851103205,4,delivered,R005,V0089,28
E001D0023,1,204.7842461238424,restaurant,cooked,hot,7.10421101256551,13,12.976805834397522,77.6045907629154,downtown,252.19226654753265,444.7842461238424,4,delivered,R005,V0047,16
E001D0024,1,100.88939845364283,bakery,bakery,ambient,3.6446287454905137,7,12.979858785277296,77.64866810016402,west,176.5438633533626,1540.8893984536428,24,delivered,R005,V0012,8
E001D0025,1,255.11846544569008,restaurant,cooked,hot,5.7180092197800585,11,12.938396152716637,77.61127584981364,south,367.6346707268881,495.11846544569005,4,delivered,R007,V0006,4
E001D0026,1,234.37984966170313,restaurant,cooked,hot,4.313020478255357,8,13.002795467754575,77.63137082578675,west,318.90946158636984,474.37984966170313,4,delivered,R004,V0053,16
E001D0027,1,10.050397367322512,bakery,bakery,ambient,6.033516276686514,11,12.988270794289422,77.61111908910688,north,108.82657917829636,1450.0503973673226,24,delivered,R001,V0014,8
E001D0028,1,18.718789896930694,grocer,produce,ambient,5.317373770897861,10,12.970648469582091,77.59563273580112,downtown,91.0237189627154,2898.7187898969305,48,delivered,R000,V0028,12
E001D0029,1,343.28033431382335,caterer,cooked,hot,13.014999997624338,24,13.00587708847707,77.59897409903544,north,447.2353756271948,643.2803343138233,5,delivered,R004,V0019,8
E001D0030,1,331.78227757895263,restaurant,cooked,hot,7.105394050639665,13,12.956047016307334,77.60384924433492,south,394.90706189358093,571.7822775789526,4,delivered,R000,V0007,4
E001D0031,1,218.86646405201287,grocer,produce,ambient,27.606901256443788,51,12.953689598202423,77.57546540556136,east,323.24818587782244,3098.866464052013,48,delivered,R000,V0063,12
E001D0032,1,271.17785238829407,restaurant,cooked,hot,3.7478263289498233,7,12.988240305002915,77.62448211090802,west,317.9439400410183,511.17785238829407,4,delivered,R004,V0034,16
E001D0033,1,147.12659763926692,caterer,cooked,hot,12.049922271196056,22,13.015082294093935,77.59090393103718,north,252.48748932344176,447.12659763926695,5,delivered,R004,V0080,12
E001D0034,1,148.29721545727847,restaurant,cooked,hot,13.7147762275399,25,12.999829142315248,77.60037988958145,north,225.54002381084504,388.29721545727847,4,delivered,R006,V0053,16
E001D0035,1,310.0822941177695,campus,cooked,hot,10.519410119152331,19,12.982013600686642,77.5917320140475,downtown,360.0651099081175,550.0822941177695,4,delivered,R002,V0014,8
E001D0036,1,194.8931903836658,restaurant,cooked,hot,14.785218455745246,27,12.993147111360877,77.5782718577094,north,292.4794801963173,434.8931903836658,4,delivered,R003,V0017,8
E001D0037,1,236.37150783213764,campus,cooked,hot,18.28857409750406,34,12.953584133088366,77.57968975976296,south,275.93898341232375,476.37150783213764,4,delivered,R005,V0132,39
E002D0000,2,258.67164587183873,campus,cooked,hot,13.511634151716878,25,12.95540460625403,77.57460889007173,east,289.482673784349,498.67164587183873,4,delivered,R003,V0148,10
E002D0001,2,131.14107370925524,grocer,produce,ambient,14.26782746845691,26,12.892889532293474,77.6311651123209,suburb,223.3312769074348,3011.141073709255,48,delivered,R009,V0000,43
E002D0002,2,101.9484414140753,bakery,bakery,ambient,7.953074758689252,15,13.01643736147033,77.5651335814387,north,199.77302307121457,1541.9484414140752,24,delivered,R002,V0146,54
E002D0003,2,278.74366652571246,campus,cooked,hot,21.526071752621952,40,12.957383768007409,77.59729379407729,downtown,330.2552874465449,518.7436665257125,4,delivered,R007,V0082,35
E002D0004,2,173.90342240647897,restaurant,cooked,hot,7.7592690489140175,14,12.99878727530045,77.63744537823156,west,288.50667300951295,413.90342240647897,4,delivered,R006,V0097,79
E002D0005,2,221.48634385029592,restaurant,cooked,hot,6.957460225333156,13,12.932893825693682,77.61804761882381,south,261.9607590785559,461.48634385029595,4,delivered,R007,V0043,51
E002D0006,2,320.0718867373049,grocer,produce,ambient,18.398120231159524,34,12.980375381059215,77.61118970437505,west,422.42268477984214,3200.071886737305,48,delivered,R001,V0053,24
E002D0007,2,346.35777992001783,restaurant,cooked,hot,14.476013230687634,27,12.978808661834355,77.60680276586778,downtown,407.58608276934166,586.3577799200178,4,delivered,R005,V0137,65
E002D0008,2,297.41564002432983,bakery,bakery,ambient,7.391102484413785,14,12.966901005267793,77.66302994288685,west,355.70736309620827,1737.4156400243298,24,delivered,R005,V0043,15
E002D0009,2,63.5524689334741,restaurant,cooked,hot,5.154468801324246,9,12.930888702348959,77.6308018400022,south,156.78065406722766,303.5524689334741,4,delivered,R007,V0043,30
E002D0010,2,262.61428971252155,caterer,cooked,hot,34.54710064356258,64,12.934914197602009,77.63240135888503,west,361.1810729488532,562.6142897125216,5,open,,,12
E002D0011,2,195.86308828590415,bakery,bakery,ambient,2.5334364689809945,5,12.967867742366767,77.50751971575028,suburb,283.09083073863076,1635.8630882859043,24,delivered,R003,V0053,15
E002D0012,2,300.78015272890605,caterer,cooked,hot,33.60618408159998,62,12.989962754099365,77.64503039899112,west,376.6133043625184,600.780152728906,5,open,,,12
E002D0013,2,269.3016054954883,restaurant,cooked,hot,12.204046552666986,22,12.96385217811843,77.63924058769132,west,338.4253955679385,509.3016054954883,4,delivered,R005,V0000,17
E002D0014,2,164.4345909085636,grocer,produce,ambient,19.03122398501625,35,12.93533134378299,77.58189937724629,south,240.3435248226477,3044.4345909085637,48,delivered,R000,V0122,15
E002D0015,2,180.3228803175649,grocer,produce,ambient,21.568920714641866,40,13.001921915166966,77.55710258208278,east,210.37736143733235,3060.322880317565,48,delivered,R002,V0053,8
E002D0016,2,287.3276596778356,caterer,cooked,hot,26.46750436446656,49,13.046417518785725,77.56456608523428,suburb,394.2327140032738,587.3276596778355,5,delivered,R006,V0017,26
E002D0017,2,107.15662358283164,restaurant,cooked,hot,5.147092340883366,9,12.973992854951103,77.55094074634532,east,198.65679811560648,347.1566235828316,4,delivered,R004,V0144,45
E002D0018,2,222.1626987909728,restaurant,cooked,hot,12.304646516019291,23,12.956492487570362,77.61125655581984,west,291.86543757413733,462.1626987909728,4,delivered,R005,V0036,8
E002D0019,2,260.4667281934358,caterer,cooked,hot,39.157551718742724,72,12.969958201168735,77.65376372614583,west,323.135420585862,560.4667281934358,5,open,,,12
E002D0020,2,58.25673099649493,grocer,produce,ambient,9.344165001004647,17,13.03712774089426,77.64947687180867,suburb,100.97981653490528,2938.2567309964948,48,delivered,R006,V0090,8
E002D0021,2,267.54621958702376,restaurant,cooked,hot,7.621041888307778,14,12.989757030544446,77.5680291273596,east,337.96130514239496,507.54621958702376,4,delivered,R004,V0025,25
E002D0022,2,101.62080588773901,restaurant,cooked,hot,7.978500026520153,15,12.991981247904073,77.60940908924059,north,211.74107559792952,341.62080588773904,4,delivered,R001,V0004,9
E002D0023,2,139.9958448442506,campus,cooked,hot,14.93449501418598,27,12.978915414015317,77.58415354342512,downtown,187.24524094641268,379.9958448442506,4,delivered,R005,V0026,24
E002D0024,2,306.6023034038732,caterer,cooked,hot,37.375882389467044,69,12.943690948556037,77.56797745496192,south,379.04158360755946,606.6023034038732,5,open,,,12
E002D0025,2,331.8461529101776,restaurant,cooked,hot,13.84814868728444,25,12.95720487372373,77.59180796515614,downtown,385.32077728235396,571.8461529101776,4,delivered,R000,V0000,6
E002D0026,2,54.679889901395796,campus,cooked,hot,14.34336091997764,26,12.984463629287074,77.62660965338327,west,100.98289066983841,294.67988990139577,4,delivered,R004,V0148,18
E002D0027,2,140.6649412710502,restaurant,cooked,hot,4.292512537889003,8,12.951713012533308,77.6199652011831,west,237.16393654704092,380.6649412710502,4,delivered,R005,V0123,17
E002D0028,2,353.18956954834863,campus,cooked,hot,13.669406445423215,25,12.97504739684276,77.54953723688958,east,453.03052146283335,593.1895695483486,4,delivered,R003,V0063,8
E002D0029,2,12.392036161818748,caterer,cooked,hot,35.68180143855506,66,12.937788173795228,77.611970571896,south,84.23678458593282,312.39203616181874,5,expired,,,6
E002D0030,2,351.8635277996077,restaurant,cooked,hot,7.1640310201190704,13,12.949091587617986,77.59438599002955,south,433.426031555288,591.8635277996077,4,delivered,R007,V0065,25
E002D0031,2,226.42011134060448,grocer,produce,ambient,27.61772822318087,51,13.032602459814415,77.5183017795608,suburb,277.1739262472476,3106.4201113406043,48,delivered,R010,V0132,26
E002D0032,2,33.15829171645599,caterer,cooked,hot,31.43162396384449,58,12.974833632436598,77.51594647499232,suburb,88.90895476020442,333.158291716456,5,expired,,,7
E002D0033,2,342.9324914169133,restaurant,cooked,hot,8.383812184009832,15,12.995634197783756,77.5905271592593,north,387.28918150411715,582.9324914169133,4,delivered,R004,V0043,17
E002D0034,2,194.28286011250123,restaurant,cooked,hot,7.285127825001517,13,13.007953667754839,77.59475378412088,north,258.7042706874118,434.2828601125012,4,delivered,R001,V0053,8
E002D0035,2,286.3888432475166,restaurant,cooked,hot,4.274153370618862,8,12.97158887717331,77.59461526339268,downtown,386.644838370289,526.3888432475167,4,delivered,R003,V0126,9
E002D0036,2,354.4663904629028,grocer,produce,ambient,18.61805197416604,34,12.897182983130655,77.56734845260645,suburb,397.8798239423484,3234.466390462903,48,delivered,R007,V0046,8
E002D0037,2,292.3581609969314,caterer,cooked,hot,21.009679663369052,39,13.049144268143637,77.57817876791422,suburb,362.0739000929583,592.3581609969315,5,delivered,R010,V0141,18
E002D0038,2,310.33590044006826,bakery,bakery,ambient,4.060260554440954,7,12.969239047025164,77.5843886823358,downtown,374.31630889086136,1750.3359004400681,24,delivered,R000,V0098,8
E002D0039,2,174.41809322821314,restaurant,cooked,hot,10.881230202490478,20,12.947690850659537,77.5782106069174,south,223.71751193497647,414.41809322821314,4,delivered,R007,V0108,27
E002D0040,2,255.44650050541557,bakery,bakery,ambient,5.490909278558923,10,12.937229297618238,77.58001950308734,south,335.4880213302931,1695.4465005054155,24,delivered,R000,V0015,8
E002D0041,2,256.02094667792716,campus,cooked,hot,15.918355855679994,29,13.00434373645354,77.56337588221868,north,327.1693469294052,496.02094667792716,4,delivered,R010,V0065,28
E002D0042,2,267.5831780360764,grocer,produce,ambient,11.535607752116775,21,13.000028797464651,77.56961433909268,north,379.3469548664778,3147.5831780360763,48,delivered,R002,V0019,13
E002D0043,2,132.05863236806456,restaurant,cooked,hot,10.056639680488187,18,12.995124988793396,77.55998719109319,east,221.0366873929412,372.05863236806454,4,delivered,R003,V0028,6
E002D0044,2,318.2053795177565,bakery,bakery,ambient,4.68422604222749,9,12.981819522264953,77.58717880662587,downtown,369.492286853474,1758.2053795177565,24,delivered,R001,V0132,9
E003D0000,3,306.3127923853402,grocer,produce,ambient,25.47771177602953,47,12.955129214445337,77.63228788182144,west,339.96397576732755,3186.3127923853403,48,delivered,R005,V0088,12
E003D0001,3,225.4230597766953,grocer,produce,ambient,6.079035362758956,11,13.039776843378204,77.59427985531487,north,273.7039363369419,3105.4230597766955,48,delivered,R010,V0128,2
E003D0002,3,86.83018383398655,restaurant,cooked,hot,14.739910428426386,27,12.930059688845814,77.57986602858558,south,168.84400170183181,326.83018383398655,4,delivered,R007,V0065,3
E003D0003,3,274.0061497464756,restaurant,cooked,hot,14.71356418924634,27,12.965266591225701,77.6153385334344,west,388.3786663949536,514.0061497464756,4,delivered,R006,V0132,5
E003D0004,3,339.2558866171812,restaurant,cooked,hot,10.16475504038655,19,13.009112937379546,77.57725008437109,north,407.223329247587,579.2558866171812,4,delivered,R002,V0053,2
E003D0005,3,201.5202303558953,campus,cooked,hot,16.24133359312558,30,12.963660657667896,77.60928926525425,west,242.7356218455926,441.5202303558953,4,delivered,R005,V0014,4
E003D0006,3,337.28041359522837,bakery,bakery,ambient,5.471974566007045,10,12.948734326865566,77.62054423676769,west,389.6373334686862,1777.2804135952283,24,delivered,R005,V0006,3
E003D0007,3,62.43326764011694,restaurant,cooked,hot,13.640572179569071,25,12.938885334012294,77.5869140496685,south,150.92517803622894,302.4332676401169,4,delivered,R003,V0132,3
E003D0008,3,317.70546919189457,restaurant,cooked,hot,11.707714833581461,22,12.967861543331926,77.62101998839475,west,412.5737849217,557.7054691918945,4,delivered,R005,V0053,9
E003D0009,3,342.78577419581376,restaurant,cooked,hot,5.708490150923633,10,12.95949768650397,77.57092044507485,east,391.11093327736165,582.7857741958137,4,delivered,R003,V0132,2
E003D0010,3,63.11356638582052,caterer,cooked,hot,28.39995701066686,52,12.932648115803905,77.55418676465789,east,113.86018888333766,363.1135663858205,5,expired,,,38
E003D0011,3,12.81767847168291,restaurant,cooked,hot,11.252844909386255,21,12.92801414429884,77.60517691964235,south,62.64998840131126,252.8176784716829,4,delivered,R007,V0006,10
E003D0012,3,251.11607150699606,restaurant,cooked,hot,7.4988520305089725,14,13.000526130484634,77.6099920685879,north,320.5938548297629,491.11607150699604,4,delivered,R004,V0080,2
E003D0013,3,136.0297223046304,restaurant,cooked,hot,8.615207165580783,16,12.98233727796742,77.56025286079702,east,239.19475768359047,376.0297223046304,4,delivered,R004,V0144,2
E003D0014,3,307.0374810081895,bakery,bakery,ambient,3.831283789133743,7,12.946836678491795,77.52812050911685,east,394.1231655646905,1747.0374810081894,24,delivered,R003,V0115,10
E003D0015,3,243.89159423340237,campus,cooked,hot,21.426258934939884,39,12.943705701731522,77.62942902453256,west,291.65368348015386,483.8915942334024,4,delivered,R007,V0014,6
E003D0016,3,63.20348068727271,caterer,cooked,hot,11.755559459597363,22,12.943702605943399,77.66807710265522,suburb,170.6658967058138,363.2034806872727,5,delivered,R009,V0024,9
E003D0017,3,162.55999977781687,restaurant,cooked,hot,5.56962254393701,10,12.955337466746483,77.57983477319024,south,224.38715248015393,402.55999977781687,4,delivered,R006,V0043,11
E003D0018,3,256.17583407120736,bakery,bakery,ambient,3.8570718980737384,7,12.898508398889367,77.57074756433734,suburb,294.9299433764492,1696.1758340712074,24,delivered,R007,V0063,2
E003D0019,3,353.38576850005825,restaurant,cooked,hot,6.7889017871522075,12,12.97302484273548,77.60161271290968,downtown,436.9858524195105,593.3857685000582,4,delivered,R000,V0014,5
E003D0020,3,342.16108293951135,restaurant,cooked,hot,3.0648406130619503,6,12.97716016037423,77.5851683601495,downtown,379.647463835602,582.1610829395113,4,delivered,R000,V0043,2
E003D0021,3,251.74238100221183,restaurant,cooked,hot,7.0302359900124625,13,12.99193518113748,77.60726030094119,north,347.86078451209494,491.7423810022118,4,delivered,R006,V0034,6
E003D0022,3,301.5277073994747,restaurant,cooked,hot,11.02099082108844,20,12.98397560288997,77.59511794888776,downtown,390.5060966810031,541.5277073994747,4,delivered,R000,V0053,3
E003D0023,3,265.1541028229092,restaurant,cooked,hot,11.205002556934446,21,12.997041282762764,77.61467216753154,north,321.3554078030426,505.1541028229092,4,delivered,R006,V0080,3
E003D0024,3,96.2780523309557,restaurant,cooked,hot,9.32693580583901,17,13.002947313940405,77.58068470499718,north,134.73787047476378,336.2780523309557,4,delivered,R010,V0017,5
E003D0025,3,230.69931905495483,campus,cooked,hot,22.227627547384767,41,12.984119482830256,77.58745701523561,downtown,270.01054383019857,470.6993190549548,4,delivered,R008,V0125,26
E003D0026,3,343.12633533637796,grocer,produce,ambient,13.41651667655955,25,12.926131123325991,77.6613334322349,suburb,433.8751932706318,3223.126335336378,48,delivered,R009,V0052,9
E003D0027,3,303.20143015336674,bakery,bakery,ambient,3.882956673975675,7,12.954488431858996,77.6060648889335,south,341.1607040150152,1743.2014301533668,24,delivered,R000,V0043,3
E003D0028,3,201.26658950765523,restaurant,cooked,hot,13.889757181624546,26,12.955670252322728,77.59257231281558,downtown,237.3606583292955,441.2665895076552,4,delivered,R007,V0000,9
E003D0029,3,244.23446609555305,grocer,produce,ambient,9.678555202139513,18,12.99722248015906,77.60893742798687,north,354.3265875726545,3124.234466095553,48,delivered,R004,V0014,7
E003D0030,3,201.72291579716168,restaurant,cooked,hot,8.591045691679806,16,12.96907633268543,77.54094611737591,east,299.7186930132422,441.7229157971617,4,delivered,R010,V0144,3
E003D0031,3,263.04425655086084,campus,cooked,hot,15.379802922830581,28,12.975567528663161,77.64816678770548,west,346.01882239640963,503.04425655086084,4,delivered,R005,V0097,3
